ID,COUNTRY_NAME,ISO2,ADMIN1,ADMIN2,SITE_NAME,SITE_CODE,LATITUDE,LONGITUDE,TEST_TYPE,INSECTICIDE_CLASS,INSECTICIDE_CONC,INSECTICIDE_INTENSITY,INSECTICIDE_TYPE,YEAR_START,VECTOR_SPECIES,STAGE_ORIGIN,MOSQUITO_NUMBER,TIME_HOLDING_POSTEXPOSURE,MORTALITY_ADJUSTED,RESISTANCE_INTENSITY,DATA_SOURCE,CITATION,CITATION_URL,DATA_CURATOR
IRInt409,Cameroon,CM,Centre,Nkolbisson,Nkolbisson,IRCM149,3.87131,11.45426,WHO tube test,Pyrethroids,5%,10,Etofenprox,2019,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),95,undefined,98.6,Low intensity,Not available,"Piameu M et al. (2021) Pyrethroid and Etofenprox Resistance in Anopheles gambiae and Anopheles coluzzii from Vegetable Farms in Yaoundé, Cameroon: Dynamics, Intensity and Molecular Basis. Molecules. 2021 Sep 13;26(18):5543.",https://pubmed.ncbi.nlm.nih.gov/34577014/,World Health Organization
IRInt42,Côte d’Ivoire,CI,Goh,Gagnoa 1,Gagnoa,IRCI26,6.151442,-5.95154,WHO tube test,Pyrethroids,0.25%,5,Deltamethrin,2019,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),Not available,undefined,30.69,Moderate to high intensity,Not available,Kouassi B et al.(2020) Susceptibility of Anopheles gambiae from Cote d’Ivoire to insecticides used on insecticide_treated nets: evaluating the additional entomological impact of piperonyl butoxide and chlorfenapyr. Malar J 2020 19:454,https://pubmed.ncbi.nlm.nih.gov/33298071/,World Health Organization
IRInt420,Cameroon,CM,Centre,Nkolndongo,Ekié,IRCM154,3.82,11.53,WHO tube test,Pyrethroids,0.25%,5,Alpha-cypermethrin,2019,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),94,undefined,57,Moderate to high intensity,Not available,"Piameu M et al. (2021) Pyrethroid and Etofenprox Resistance in Anopheles gambiae and Anopheles coluzzii from Vegetable Farms in Yaoundé, Cameroon: Dynamics, Intensity and Molecular Basis. Molecules. 2021 Sep 13;26(18):5543.",https://pubmed.ncbi.nlm.nih.gov/34577014/,World Health Organization
IRInt421,Cameroon,CM,Centre,Nkolndongo,Ekié,IRCM154,3.82,11.53,WHO tube test,Pyrethroids,0.50%,10,Alpha-cypermethrin,2019,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),Not available,undefined,97,High intensity,Not available,"Piameu M et al. (2021) Pyrethroid and Etofenprox Resistance in Anopheles gambiae and Anopheles coluzzii from Vegetable Farms in Yaoundé, Cameroon: Dynamics, Intensity and Molecular Basis. Molecules. 2021 Sep 13;26(18):5543.",https://pubmed.ncbi.nlm.nih.gov/34577014/,World Health Organization
IRInt422,Côte d’Ivoire,CI,Agneby-Tiassa,Agboville,Agboville,IRCI5,5.9318,-4.2181,"CDC bottle bioassay, adults",Pyrethroids,62.5µg,5,Deltamethrin,2019,An. gambiae s.l.,UNDEFINED,406,undefined,58.87,Moderate to high intensity,Not available,"Pelloquin et al. (2021) Overabundance of Asaia and Serratia Bacteria Is Associated with Deltamethrin Insecticide Susceptibility in Anopheles coluzzii from Agboville, Côte d'Ivoire. Microbiol Spectr. 2021 Oct 31;9(2):e0015721.",https://pubmed.ncbi.nlm.nih.gov/34668745/,World Health Organization
IRInt428,Burkina Faso,BF,Gaoua,Kampti,Kampti,IRBF16,10.141369,-3.459326,WHO tube test,Pyrethroids,0.25%,5,Deltamethrin,2019,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),~100,undefined,40.07,Moderate to high intensity,Not available,Hien AS et al. (2021) Evidence supporting deployment of next generation insecticide treated nets in Burkina Faso: bioassays with either chlorfenapyr or piperonyl butoxide increase mortality of pyrethroid-resistant Anopheles gambiae. Malar J. 2021 Oct 18;20(1):406.,https://pubmed.ncbi.nlm.nih.gov/34663348/,World Health Organization
IRInt435,Burkina Faso,BF,Bobo,Orodara,Orodara,IRBF41,10.97475,-4.927154,WHO tube test,Pyrethroids,0.50%,5,Deltamethrin,2019,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),~100,undefined,85.02,High intensity,Not available,Hien AS et al. (2021) Evidence supporting deployment of next generation insecticide treated nets in Burkina Faso: bioassays with either chlorfenapyr or piperonyl butoxide increase mortality of pyrethroid-resistant Anopheles gambiae. Malar J. 2021 Oct 18;20(1):406.,https://pubmed.ncbi.nlm.nih.gov/34663348/,World Health Organization
IRInt446,Burkina Faso,BF,Dedougou,Boromo,Boromo,IRBF5,11.750001,-2.933334,WHO tube test,Pyrethroids,0.25%,5,Deltamethrin,2019,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),~100,undefined,84.27,Moderate to high intensity,Not available,Hien AS et al. (2021) Evidence supporting deployment of next generation insecticide treated nets in Burkina Faso: bioassays with either chlorfenapyr or piperonyl butoxide increase mortality of pyrethroid-resistant Anopheles gambiae. Malar J. 2021 Oct 18;20(1):406.,https://pubmed.ncbi.nlm.nih.gov/34663348/,World Health Organization
IRInt448,Burkina Faso,BF,Ouagadougou,Boulmiougou,Ouagadougou,IRBF42,12.358651,-1.606883,WHO tube test,Pyrethroids,0.25%,5,Deltamethrin,2019,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),~100,undefined,73.03,Moderate to high intensity,Not available,Hien AS et al. (2021) Evidence supporting deployment of next generation insecticide treated nets in Burkina Faso: bioassays with either chlorfenapyr or piperonyl butoxide increase mortality of pyrethroid-resistant Anopheles gambiae. Malar J. 2021 Oct 18;20(1):406.,https://pubmed.ncbi.nlm.nih.gov/34663348/,World Health Organization
IRInt456,Burkina Faso,BF,Gaoua,Kampti,Kampti,IRBF16,10.141369,-3.459326,WHO tube test,Pyrethroids,0.25%,5,Alpha-cypermethrin,2019,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),~100,undefined,93.84,Moderate to high intensity,Not available,Hien AS et al. (2021) Evidence supporting deployment of next generation insecticide treated nets in Burkina Faso: bioassays with either chlorfenapyr or piperonyl butoxide increase mortality of pyrethroid-resistant Anopheles gambiae. Malar J. 2021 Oct 18;20(1):406.,https://pubmed.ncbi.nlm.nih.gov/34663348/,World Health Organization
IRInt463,Burkina Faso,BF,Bobo,Orodara,Orodara,IRBF41,10.97475,-4.927154,WHO tube test,Pyrethroids,0.50%,10,Alpha-cypermethrin,2019,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),~100,undefined,95.65,High intensity,Not available,Hien AS et al. (2021) Evidence supporting deployment of next generation insecticide treated nets in Burkina Faso: bioassays with either chlorfenapyr or piperonyl butoxide increase mortality of pyrethroid-resistant Anopheles gambiae. Malar J. 2021 Oct 18;20(1):406.,https://pubmed.ncbi.nlm.nih.gov/34663348/,World Health Organization
IRInt466,Burkina Faso,BF,Banfora,Mangodara,Mangodara,IRBF36,9.905253,-4.353365,WHO tube test,Pyrethroids,0.25%,5,Alpha-cypermethrin,2019,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),~100,undefined,43.12,Moderate to high intensity,Not available,Hien AS et al. (2021) Evidence supporting deployment of next generation insecticide treated nets in Burkina Faso: bioassays with either chlorfenapyr or piperonyl butoxide increase mortality of pyrethroid-resistant Anopheles gambiae. Malar J. 2021 Oct 18;20(1):406.,https://pubmed.ncbi.nlm.nih.gov/34663348/,World Health Organization
IRInt477,Burkina Faso,BF,Ouagadougou,Boulmiougou,Ouagadougou,IRBF42,12.358651,-1.606883,WHO tube test,Pyrethroids,0.50%,10,Alpha-cypermethrin,2019,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),~100,undefined,80.43,High intensity,Not available,Hien AS et al. (2021) Evidence supporting deployment of next generation insecticide treated nets in Burkina Faso: bioassays with either chlorfenapyr or piperonyl butoxide increase mortality of pyrethroid-resistant Anopheles gambiae. Malar J. 2021 Oct 18;20(1):406.,https://pubmed.ncbi.nlm.nih.gov/34663348/,World Health Organization
IRInt520,Cameroon,CM,Sud,Ebolowa,Ebolowa,IRCM155,2.9,11.15,WHO tube test,Carbamates,1%,10,Propoxur,2019,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),80-102,undefined,100,N/A,"Centre for Research in Infectious Diseases, Yaounde",Binyang AJ et al. (2022) Distribution of acetylcholinesterase (Ace-1R) target-site G119S mutation and resistance to carbamates and organophosphates in Anopheles gambiae sensu lato populations from Cameroon. Parasit Vectors. 2022 Feb 14;15(1):53.,https://pubmed.ncbi.nlm.nih.gov/35164852/,World Health Organization
IRInt523,Benin,BJ,Littoral,Cotonou,Cotonou,IRBJ32,6.3667,2.4334,WHO tube test,Pyrethroids,3.75%,5,Permethrin,2017,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),95,undefined,52,Moderate to high intensity,CREC,"Kpanou CD et al. (2022) Assessing Insecticide Susceptibility and Resistance Intensity of Anopheles gambiae s.l. Populations From Some Districts of Benin Republic, West Africa. J Med Entomol. 2022 Mar 31:tjac037.",https://pubmed.ncbi.nlm.nih.gov/35357491/,World Health Organization
IRInt384,Cameroon,CM,Centre,Nkolbisson,Nkolbisson,IRCM149,3.87131,11.45426,WHO tube test,Pyrethroids,5%,10,Etofenprox,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),90,undefined,85.7,High intensity,Not available,"Piameu M et al. (2021) Pyrethroid and Etofenprox Resistance in Anopheles gambiae and Anopheles coluzzii from Vegetable Farms in Yaoundé, Cameroon: Dynamics, Intensity and Molecular Basis. Molecules. 2021 Sep 13;26(18):5543.",https://pubmed.ncbi.nlm.nih.gov/34577014/,World Health Organization
IRInt385,Cameroon,CM,Centre,Nkolbisson,Nkolbisson,IRCM149,3.87131,11.45426,WHO tube test,Pyrethroids,0.05%,1,Deltamethrin,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,undefined,31,N/A,Not available,"Piameu M et al. (2021) Pyrethroid and Etofenprox Resistance in Anopheles gambiae and Anopheles coluzzii from Vegetable Farms in Yaoundé, Cameroon: Dynamics, Intensity and Molecular Basis. Molecules. 2021 Sep 13;26(18):5543.",https://pubmed.ncbi.nlm.nih.gov/34577014/,World Health Organization
IRInt407,Cameroon,CM,Centre,Nkolbisson,Nkolbisson,IRCM149,3.87131,11.45426,WHO tube test,Pyrethroids,7.50%,10,Permethrin,2019,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),88,undefined,97,High intensity,Not available,"Piameu M et al. (2021) Pyrethroid and Etofenprox Resistance in Anopheles gambiae and Anopheles coluzzii from Vegetable Farms in Yaoundé, Cameroon: Dynamics, Intensity and Molecular Basis. Molecules. 2021 Sep 13;26(18):5543.",https://pubmed.ncbi.nlm.nih.gov/34577014/,World Health Organization
IRInt410,Cameroon,CM,Centre,Nkolbisson,Nkolbisson,IRCM149,3.87131,11.45426,WHO tube test,Pyrethroids,0.25%,5,Deltamethrin,2019,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),142,undefined,72.8,Moderate to high intensity,Not available,"Piameu M et al. (2021) Pyrethroid and Etofenprox Resistance in Anopheles gambiae and Anopheles coluzzii from Vegetable Farms in Yaoundé, Cameroon: Dynamics, Intensity and Molecular Basis. Molecules. 2021 Sep 13;26(18):5543.",https://pubmed.ncbi.nlm.nih.gov/34577014/,World Health Organization
IRInt412,Cameroon,CM,Centre,Nkolbisson,Nkolbisson,IRCM149,3.87131,11.45426,WHO tube test,Pyrethroids,0.25%,5,Alpha-cypermethrin,2019,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),85,undefined,38.13,Moderate to high intensity,Not available,"Piameu M et al. (2021) Pyrethroid and Etofenprox Resistance in Anopheles gambiae and Anopheles coluzzii from Vegetable Farms in Yaoundé, Cameroon: Dynamics, Intensity and Molecular Basis. Molecules. 2021 Sep 13;26(18):5543.",https://pubmed.ncbi.nlm.nih.gov/34577014/,World Health Organization
IRInt416,Cameroon,CM,Centre,Nkolndongo,Ekié,IRCM154,3.82,11.53,WHO tube test,Pyrethroids,2.50%,5,Etofenprox,2019,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),81,undefined,71.4,Moderate to high intensity,Not available,"Piameu M et al. (2021) Pyrethroid and Etofenprox Resistance in Anopheles gambiae and Anopheles coluzzii from Vegetable Farms in Yaoundé, Cameroon: Dynamics, Intensity and Molecular Basis. Molecules. 2021 Sep 13;26(18):5543.",https://pubmed.ncbi.nlm.nih.gov/34577014/,World Health Organization
OxsKBaJpZQI,Iran (Islamic Republic of),IR,Hormozgan,Bandar Abbas,Hormoodar,IRIR8,27.45,56.3,WHO tube test,Carbamates,0.50%,5,Bendiocarb,2020,An. stephensi,F1_LARVAE_(PROGENY_OF_WILD_ADULTS),100,undefined,96,Moderate to high intensity,Ministry of Health,Ministry of Health,NA,World Health Organization
IRInt263,Ethiopia,ET,Oromiya,Bale,Awash,IRET171,8.174722,40.034444,WHO tube test,Pyrethroids,0.75%,1,Permethrin,2020,An. stephensi,F0_ADULTS_(FROM_WILD_LARVAE),Not available,undefined,43.05,N/A,Not available,"Balkew et al. (2021) An update on the distribution, bionomics, and insecticide susceptibility of Anopheles stephensi in Ethiopia, 2018–2020. Malar J 20, 263 (2021)",https://pubmed.ncbi.nlm.nih.gov/34107943/,World Health Organization
IRInt295,Nigeria,NG,Niger,Borgu,New Bussa,IRNG80,9.882884,4.510886,WHO tube test,Pyrethroids,7.50%,10,Permethrin,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,undefined,92.1,High intensity,Nigerian Institute of Medical Research,"Oyeniyi AT et al. (2020) First report of N1575Y mutation in pyrethroid resistant Anopheles gambiae s.l. in Nigeria. Scientific African, Volume 10, November 2020, e00645.",https://www.sciencedirect.com/science/article/pii/S2468227620303811?via%3Dihub,World Health Organization
IRInt30,Côte d’Ivoire,CI,Gbeke,Beoumi,Beoumi,IRCI90,7.672502,-5.593886,WHO tube test,Pyrethroids,0.25%,5,Deltamethrin,2019,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),Not available,undefined,76.31,Moderate to high intensity,Not available,Kouassi B et al.(2020) Susceptibility of Anopheles gambiae from Cote d’Ivoire to insecticides used on insecticide_treated nets: evaluating the additional entomological impact of piperonyl butoxide and chlorfenapyr. Malar J 2020 19:454,https://pubmed.ncbi.nlm.nih.gov/33298071/,World Health Organization
IRInt353,Cameroon,CM,Centre,Djoungolo,Nkolondom,IRCM104,3.947778,11.505,WHO tube test,Pyrethroids,0.50%,5,Deltamethrin,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),Not available,undefined,94,High intensity,Not available,"Piameu M et al. (2021) Pyrethroid and Etofenprox Resistance in Anopheles gambiae and Anopheles coluzzii from Vegetable Farms in Yaoundé, Cameroon: Dynamics, Intensity and Molecular Basis. Molecules. 2021 Sep 13;26(18):5543.",https://pubmed.ncbi.nlm.nih.gov/34577014/,World Health Organization
IRInt377,Cameroon,CM,Centre,Djoungolo,Nkolondom,IRCM104,3.947778,11.505,WHO tube test,Pyrethroids,0.25%,5,Deltamethrin,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),101,undefined,82.6,Moderate to high intensity,Not available,"Piameu M et al. (2021) Pyrethroid and Etofenprox Resistance in Anopheles gambiae and Anopheles coluzzii from Vegetable Farms in Yaoundé, Cameroon: Dynamics, Intensity and Molecular Basis. Molecules. 2021 Sep 13;26(18):5543.",https://pubmed.ncbi.nlm.nih.gov/34577014/,World Health Organization
IRInt378,Cameroon,CM,Centre,Djoungolo,Nkolondom,IRCM104,3.947778,11.505,WHO tube test,Pyrethroids,0.50%,5,Deltamethrin,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),Not available,undefined,95.6,High intensity,Not available,"Piameu M et al. (2021) Pyrethroid and Etofenprox Resistance in Anopheles gambiae and Anopheles coluzzii from Vegetable Farms in Yaoundé, Cameroon: Dynamics, Intensity and Molecular Basis. Molecules. 2021 Sep 13;26(18):5543.",https://pubmed.ncbi.nlm.nih.gov/34577014/,World Health Organization
IRInt381,Cameroon,CM,Centre,Nkolbisson,Nkolbisson,IRCM149,3.87131,11.45426,WHO tube test,Pyrethroids,3.75%,5,Permethrin,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),86,undefined,72,Moderate to high intensity,Not available,"Piameu M et al. (2021) Pyrethroid and Etofenprox Resistance in Anopheles gambiae and Anopheles coluzzii from Vegetable Farms in Yaoundé, Cameroon: Dynamics, Intensity and Molecular Basis. Molecules. 2021 Sep 13;26(18):5543.",https://pubmed.ncbi.nlm.nih.gov/34577014/,World Health Organization
IRInt389,Cameroon,CM,Centre,Nkolbisson,Nkolbisson,IRCM149,3.87131,11.45426,WHO tube test,Pyrethroids,0.50%,10,Alpha-cypermethrin,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),97,undefined,87,High intensity,Not available,"Piameu M et al. (2021) Pyrethroid and Etofenprox Resistance in Anopheles gambiae and Anopheles coluzzii from Vegetable Farms in Yaoundé, Cameroon: Dynamics, Intensity and Molecular Basis. Molecules. 2021 Sep 13;26(18):5543.",https://pubmed.ncbi.nlm.nih.gov/34577014/,World Health Organization
IRInt399,Cameroon,CM,Centre,Djoungolo,Nkolondom,IRCM104,3.947778,11.505,WHO tube test,Pyrethroids,7.50%,10,Permethrin,2019,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),91,undefined,92.1,High intensity,Not available,"Piameu M et al. (2021) Pyrethroid and Etofenprox Resistance in Anopheles gambiae and Anopheles coluzzii from Vegetable Farms in Yaoundé, Cameroon: Dynamics, Intensity and Molecular Basis. Molecules. 2021 Sep 13;26(18):5543.",https://pubmed.ncbi.nlm.nih.gov/34577014/,World Health Organization
IRInt401,Cameroon,CM,Centre,Djoungolo,Nkolondom,IRCM104,3.947778,11.505,WHO tube test,Pyrethroids,5%,10,Etofenprox,2019,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),80,undefined,100,Low intensity,Not available,"Piameu M et al. (2021) Pyrethroid and Etofenprox Resistance in Anopheles gambiae and Anopheles coluzzii from Vegetable Farms in Yaoundé, Cameroon: Dynamics, Intensity and Molecular Basis. Molecules. 2021 Sep 13;26(18):5543.",https://pubmed.ncbi.nlm.nih.gov/34577014/,World Health Organization
IRInt411,Cameroon,CM,Centre,Nkolbisson,Nkolbisson,IRCM149,3.87131,11.45426,WHO tube test,Pyrethroids,0.50%,5,Deltamethrin,2019,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),81,undefined,39.2,High intensity,Not available,"Piameu M et al. (2021) Pyrethroid and Etofenprox Resistance in Anopheles gambiae and Anopheles coluzzii from Vegetable Farms in Yaoundé, Cameroon: Dynamics, Intensity and Molecular Basis. Molecules. 2021 Sep 13;26(18):5543.",https://pubmed.ncbi.nlm.nih.gov/34577014/,World Health Organization
IRInt442,Burkina Faso,BF,Dedougou,Solenzo,Solenzo,IRBF54,12.183625,-4.073765,WHO tube test,Pyrethroids,0.25%,5,Deltamethrin,2019,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),~100,undefined,46.82,Moderate to high intensity,Not available,Hien AS et al. (2021) Evidence supporting deployment of next generation insecticide treated nets in Burkina Faso: bioassays with either chlorfenapyr or piperonyl butoxide increase mortality of pyrethroid-resistant Anopheles gambiae. Malar J. 2021 Oct 18;20(1):406.,https://pubmed.ncbi.nlm.nih.gov/34663348/,World Health Organization
IRInt537,Benin,BJ,Alibori,Kandi,Kandi,IRBJ62,11.13417,2.93861,WHO tube test,Pyrethroids,0.25%,5,Deltamethrin,2017,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),82,undefined,57.3,Moderate to high intensity,CREC,"Kpanou CD et al. (2022) Assessing Insecticide Susceptibility and Resistance Intensity of Anopheles gambiae s.l. Populations From Some Districts of Benin Republic, West Africa. J Med Entomol. 2022 Mar 31:tjac037.",https://pubmed.ncbi.nlm.nih.gov/35357491/,World Health Organization
IRInt561,Malawi,MW,Southern,Blantyre,Sisewo,IRMW73,-15.9241,34.9235,"CDC bottle bioassay, adults",Pyrethroids,62.5µg,5,Deltamethrin,2018,An. funestus s.l.,F0_ADULTS_(WILD_COLLECTED),38,undefined,94.3,Moderate to high intensity,Not available,"Kumala J et al. (2022) Intensity of insecticide resistance in the major malaria vector Anopheles funestus from Chikwawa, rural Southern Malawi. Parasit Vectors. 2022 Jun 21;15(1):220.",https://pubmed.ncbi.nlm.nih.gov/35729623/,World Health Organization
IRInt582,Benin,BJ,Alibori,Malanville,Malanville,IRBJ82,11.85722,3.37924,WHO tube test,Pyrethroids,0.50%,5,Deltamethrin,2018,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),186,undefined,95.7,High intensity,Not available,"Sagbohan HW et al. (2022) Pyrethroid Resistance Intensity in Anopheles gambiae s.l. from Different Agricultural Production Zones in Benin, West Africa. Vector Borne Zoonotic Dis. 2022 Jan;22(1):39-47.",https://pubmed.ncbi.nlm.nih.gov/35030048/,World Health Organization
IRInt68,Côte d’Ivoire,CI,Haut-Sassandra,Daloa,Daloa,IRCI19,6.8777,-6.4513,WHO tube test,Pyrethroids,3.75%,5,Permethrin,2019,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),Not available,undefined,12.02,Moderate to high intensity,Not available,Kouassi B et al.(2020) Susceptibility of Anopheles gambiae from Cote d’Ivoire to insecticides used on insecticide_treated nets: evaluating the additional entomological impact of piperonyl butoxide and chlorfenapyr. Malar J 2020 19:454,https://pubmed.ncbi.nlm.nih.gov/33298071/,World Health Organization
IRInt80,Côte d’Ivoire,CI,San-Pedro,San Pedro,San-Pedro,IRCI57,4.758807,-6.691275,WHO tube test,Pyrethroids,3.75%,5,Permethrin,2019,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),Not available,undefined,46.25,Moderate to high intensity,Not available,Kouassi B et al.(2020) Susceptibility of Anopheles gambiae from Cote d’Ivoire to insecticides used on insecticide_treated nets: evaluating the additional entomological impact of piperonyl butoxide and chlorfenapyr. Malar J 2020 19:454,https://pubmed.ncbi.nlm.nih.gov/33298071/,World Health Organization
IRInt81,Côte d’Ivoire,CI,San-Pedro,San Pedro,San-Pedro,IRCI57,4.758807,-6.691275,WHO tube test,Pyrethroids,7.50%,10,Permethrin,2019,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),Not available,undefined,77.83,High intensity,Not available,Kouassi B et al.(2020) Susceptibility of Anopheles gambiae from Cote d’Ivoire to insecticides used on insecticide_treated nets: evaluating the additional entomological impact of piperonyl butoxide and chlorfenapyr. Malar J 2020 19:454,https://pubmed.ncbi.nlm.nih.gov/33298071/,World Health Organization
IRSNI2022001,Senegal,SN,Kaffrine,Koungheul,Ida Mouride,IRSN106,13.99345,-14.66139,WHO tube test,Pyrethroids,0.25%,5,Alpha-cypermethrin,2021,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),108,undefined,96,Moderate to high intensity,U.S. President's Malaria Initiative,U.S. President's Malaria Initiative,NA,World Health Organization
IRSNI2022008,Senegal,SN,Diourbel,Touba,Touba,IRSN112,14.865405,-15.895849,WHO tube test,Pyrethroids,0.25%,5,Deltamethrin,2021,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),101,undefined,94,Moderate to high intensity,U.S. President's Malaria Initiative,U.S. President's Malaria Initiative,NA,World Health Organization
IRSNI2022016,Senegal,SN,Matam,Kanel,Bonkonto,IRSN96,15.14371,-12.94504,WHO tube test,Pyrethroids,3.75%,5,Permethrin,2021,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),96,undefined,100,Moderate intensity,U.S. President's Malaria Initiative,U.S. President's Malaria Initiative,NA,World Health Organization
IRInt441,Burkina Faso,BF,Bobo,Karangasso-Vigue,Karangasso-vigue Rural,IRBF80,11.016667,-4.033333,WHO tube test,Pyrethroids,0.50%,5,Deltamethrin,2019,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),~100,undefined,95.88,High intensity,Not available,Hien AS et al. (2021) Evidence supporting deployment of next generation insecticide treated nets in Burkina Faso: bioassays with either chlorfenapyr or piperonyl butoxide increase mortality of pyrethroid-resistant Anopheles gambiae. Malar J. 2021 Oct 18;20(1):406.,https://pubmed.ncbi.nlm.nih.gov/34663348/,World Health Organization
IRInt447,Burkina Faso,BF,Dedougou,Boromo,Boromo,IRBF5,11.750001,-2.933334,WHO tube test,Pyrethroids,0.50%,5,Deltamethrin,2019,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),~100,undefined,91.01,High intensity,Not available,Hien AS et al. (2021) Evidence supporting deployment of next generation insecticide treated nets in Burkina Faso: bioassays with either chlorfenapyr or piperonyl butoxide increase mortality of pyrethroid-resistant Anopheles gambiae. Malar J. 2021 Oct 18;20(1):406.,https://pubmed.ncbi.nlm.nih.gov/34663348/,World Health Organization
IRInt452,Burkina Faso,BF,Ouahigouya,Seguenega,Seguenega,IRBF49,13.433971,-1.960708,WHO tube test,Pyrethroids,0.25%,5,Deltamethrin,2019,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),~100,undefined,68.16,Moderate to high intensity,Not available,Hien AS et al. (2021) Evidence supporting deployment of next generation insecticide treated nets in Burkina Faso: bioassays with either chlorfenapyr or piperonyl butoxide increase mortality of pyrethroid-resistant Anopheles gambiae. Malar J. 2021 Oct 18;20(1):406.,https://pubmed.ncbi.nlm.nih.gov/34663348/,World Health Organization
IRInt454,Burkina Faso,BF,Kaya,Kaya,Kaya,IRBF18,13.0859,-1.0824,WHO tube test,Pyrethroids,0.25%,5,Deltamethrin,2019,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),~100,undefined,37.08,Moderate to high intensity,Not available,Hien AS et al. (2021) Evidence supporting deployment of next generation insecticide treated nets in Burkina Faso: bioassays with either chlorfenapyr or piperonyl butoxide increase mortality of pyrethroid-resistant Anopheles gambiae. Malar J. 2021 Oct 18;20(1):406.,https://pubmed.ncbi.nlm.nih.gov/34663348/,World Health Organization
IRInt478,Burkina Faso,BF,Kaya,Kongoussi,Kongoussi,IRBF23,13.302324,-1.523282,WHO tube test,Pyrethroids,0.25%,5,Alpha-cypermethrin,2019,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),~100,undefined,37.32,Moderate to high intensity,Not available,Hien AS et al. (2021) Evidence supporting deployment of next generation insecticide treated nets in Burkina Faso: bioassays with either chlorfenapyr or piperonyl butoxide increase mortality of pyrethroid-resistant Anopheles gambiae. Malar J. 2021 Oct 18;20(1):406.,https://pubmed.ncbi.nlm.nih.gov/34663348/,World Health Organization
IRInt480,Burkina Faso,BF,Ouahigouya,Seguenega,Seguenega,IRBF49,13.433971,-1.960708,WHO tube test,Pyrethroids,0.25%,5,Alpha-cypermethrin,2019,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),~100,undefined,41.67,Moderate to high intensity,Not available,Hien AS et al. (2021) Evidence supporting deployment of next generation insecticide treated nets in Burkina Faso: bioassays with either chlorfenapyr or piperonyl butoxide increase mortality of pyrethroid-resistant Anopheles gambiae. Malar J. 2021 Oct 18;20(1):406.,https://pubmed.ncbi.nlm.nih.gov/34663348/,World Health Organization
